OBJECTID,URL_PATH,IMAGE_PATH,IMAGE_ALT_,PHOTOCREDI,PAGETITLE,ATT_NAMES_PROC,LASTMODIFI,LATITUDE,LONGTITUDE,ADDRESS,POSTALCODE,OVERVIEW,EXTERNAL_L,META_DESCR,OPENING_HO,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR
81,www.yoursingapore.com/en/see-do-singapore/places-to-see/marina-bay-area.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/marina-bay-area-carousel01-rect.jpg,Marina Bay Sands® is an integrated resort with experiences like no other.,,Marina Bay Singapore: Attractions & Things to do,Marina Bay|滨海湾,2015-07-23T09:42:57.583+08:00,1.2802848,103.856454,11 Marina Boulevard,,"Marina Bay represents all things modern and super-stylish, from trendy dining destinations to exciting leisure spots.",http://www.marina-bay.sg,"Marina Bay represents all things modern and super-stylish in Singapore, from trendy dining destinations to fun leisure spots.",,5AD21888722F3184,2017-01-09,30574.7846,29192.92
82,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/resorts/marina-bay-sands.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/marina-bay-sands-carousel01-rect.jpg,,,"Marina Bay Sands, Singapore",Marina Bay Sands|Singapore MBS|MBS Singapore|滨海湾金沙|金沙酒店,2015-09-01T15:35:42.052+08:00,1.2838785,103.85899,10 Bayfront Avenue,,"This iconic integrated resort boasts luxury accommodations, upscale shopping and an infinity pool with unparalleled views of the city.",http://www.marinabaysands.com/index.html,"Marina Bay Sands® boasts luxury accommodations, upscale shopping and an infinity pool with unparalleled views of the city.",Opening hours varies. Please visit the official website for more information.,DACF0BC7DBD1F3ED,2017-01-09,30857.017,29590.2956
83,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/reserves/chek-jawa.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/chek-jawa-carousel03-rect-norender.jpg,Bird lovers can spot rare species from a 21-metre tall viewing tower at Chek Jawa.,National Parks Board,Chek Jawa,Chek Jawa|泽嘉,2015-09-07T14:06:03.482+08:00,1.407866,103.96371,"Chek Jawa, Pulau Ubin",0,"A world away from shopping malls and glitzy hotels, this natural wonder is one of Singapore-carousel03-rect-norender.jpg",https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/pulau-ubin-and-chek-jawa/what-to-see/about-chek-jawa,"A world away from shopping malls and glitzy hotels, the natural wonder of Chek Jawa is one of Singaporehat-to-see/about-chek-jawa",,FBA8545CF13B27A4,2017-01-09,42510.7668,43300.5908
84,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/viewpoints/merlion-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/merlion-park-skypark-carousel01-rect.jpg,Come and see the Singapore icon that is half-fish and half-lion at the Merlion Park.,,"Merlion Park, Singapore: Attractions & Things to Do",Merlion Park|鱼尾狮公园,2015-10-06T17:28:25.792+08:00,1.286862,103.854552,One Fullerton,,"Half-fish and half-lion, the iconic Merlion resides at the waterfront Merlion Park.",,"Merlion Park houses a Singapore icon that is half-fish and half-lion, and famous throughout the world.",,AD52332D06E3A687,2017-01-09,30363.1014,29920.191
85,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/viewpoints/marina-bay-sands-skypark.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/marina-bay-sands-skypark-carousel01-rect.jpg,Take in stunning views from an infinity pool and observation deck in the clouds at the Marina Bay Sands SkyPark.,Andrew Tan,Marina Bay Sands® SkyPark,Marina Bay Sands SkyPark|滨海湾金沙空中花园,2015-09-28T18:27:45.210+08:00,1.283456,103.86081,"Level 57, 10 Bayfront Avenue",,"The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.",http://www.marinabaysands.com/sands-skypark.html,"The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.","Monday to Thursday, 9.30am - 10pm.Friday to Sunday, 9.30am - 11pm",7331E4DE725ACB11,2017-01-09,31059.5684,29543.5798
86,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/resorts/resorts-world-sentosa.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/resorts-world-sentosa-carousel01-rect.jpg,"From world-class theme parks to celebrity restaurants, Resorts World Sentosa has it all.",Resort World Sentosa,"Resorts World Sentosa, Singapore",Resorts World Sentosa|圣淘沙名胜世界,2015-09-28T18:21:18.109+08:00,1.25675,103.82033,"8 Sentosa Gateway, Sentosa Island",,Experience endless excitement at Resorts World Sentosa with a variety of attractions and entertainment hot spots.,http://www.rwsentosa.com,Whether it.rwsentosa.com,Opening hours differ for the various attractions.,97EC9874CBC2984E,2017-01-09,26554.4633,26590.5558
87,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/the-southern-ridges.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/resorts-world-sentosa-carousel01-rect.jpg,"From world-class theme parks to celebrity restaurants, Resorts World Sentosa has it all.",Resort World Sentosa,Singapore Garden & Singapore Park,Singapore Garden|新加坡花园,2015-09-09T09:59:33.518+08:00,1.280569,103.817589,"Henderson Road, Mount Faber Park, Telok Blangah Hill Park",,This 10-km stretch of connecting trails lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat.,,The Southern Ridges is a 10-km stretch of connecting trails which lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat.,,39CD82A0379D4F2E,2017-01-09,26249.4255,29224.3391
88,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/reserves/sungei-buloh-wetland-reserve.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/the-southern-ridges-carousel01-rect.jpg,Get up close with a wide variety of flora and fauna in their natural habitat at this Singapore Garden.,National Parks Board,Sungei Buloh,Sungei Buloh|双溪布洛,2015-10-02T15:32:19.572+08:00,1.44672,103.730149,301 Neo Tiew Crescent,,This ecological wonder will transport you into a world rich in animal and plant life.,https://www.nparks.gov.sg/sbwr,The ecological wonder of Sungei Buloh will transport you into a world rich in animal and plant life.,,EED34843F02C6863,2017-01-09,16518.8453,47596.7259
89,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/sea-aquarium.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/sungei-buloh-wetland-reserve-carousel01-rect.jpg,Explore a world rich with animal and plant life at the Sungei Buloh Wetland Reserve.,,S.E.A. Aquarium,S.E.A. Aquarium|S.E.A.水族馆,2015-10-02T15:23:07.822+08:00,1.2573549,103.8194932,"8 Sentosa Gateway, Sentosa Island",,Immerse yourself underwater at the S.E.A. Aquarium the Sungei Buloh Wetland Reserve.,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark,Immerse yourself underwater at the S.E.A. Aquariumttractions/MarineLifePark,Open daily at 10am.Closing time varies. Please visit the official website for more information.,504E99BC0FDD6619,2017-01-09,26461.3339,26657.443
90,www.yoursingapore.com/en/see-do-singapore/places-to-see/singapore-river.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/singapore-river-carousel01-rect.jpg,Take a stroll along the Singapore River and see how the city came to be.,,Singapore River: History & Culture Tours,Singapore River|新加坡河,2015-10-12T15:16:52.053+08:00,1.28848,103.84676,10 Eu Tong Sen Street,,"Get to know historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. After all, this is where it all began.",http://singapore-river.com/,"Get to know the historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. This, after all, is where it all began.",,43818DD77EF103C0,2017-01-09,29495.9162,30099.0953
